House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
46,Musictill Drive,Bethan,Allen,2,Daughter,NA,Female,Child,None,NA
46,Musictill Drive,Patricia,Allen,2,Daughter,NA,Female,Child,None,NA
47,Musictill Drive,Kelly,Wood,21,Head,Married,Female,University Student,None,None
47,Musictill Drive,Benjamin,Wood,25,Husband,Married,Male,Acupuncturist,None,None
47,Musictill Drive,Clare,Wood,4,Daughter,NA,Female,Child,None,NA
47,Musictill Drive,Charlene,Wood,3,Daughter,NA,Female,Child,None,NA
48,Musictill Drive,Kirsty,Barker,86,Head,Married,Female,Retired Hydrographic surveyor,None,Christian
48,Musictill Drive,Patrick,Barker,92,Husband,Married,Male,Retired Multimedia programmer,None,None
49,Musictill Drive,Jennifer,Ross,42,Head,Married,Female,"Designer, interior/spatial",None,Catholic
49,Musictill Drive,Roy,Ross,47,Husband,Married,Male,Occupational hygienist,None,Catholic
49,Musictill Drive,Lorraine,Ross,13,Daughter,NA,Female,Student,None,NA
49,Musictill Drive,Hollie,Parkin-Ross,10,Daughter,NA,Female,Student,None,NA
50,Musictill Drive,Diane,Wilkinson,26,Head,Single,Female,Armed forces technical officer,None,Catholic
50,Musictill Drive,Frederick,Warren,51,None,Single,Male,Lobbyist,None,Christian
51,Musictill Drive,Mohamed,Taylor,53,Head,Married,Male,Patent examiner,None,None
51,Musictill Drive,Rachael,Taylor,50,Wife,Married,Female,"Pharmacist, hospital",None,None
51,Musictill Drive,Georgina,Taylor,13,Daughter,NA,Female,Student,None,NA
52,Musictill Drive,Charlotte,Hicks,48,Head,Married,Female,TEFL teacher,None,Methodist
52,Musictill Drive,Brandon,Hicks,57,Husband,Married,Male,"Teacher, special educational needs",None,Methodist
52,Musictill Drive,Diana,Hicks,8,Daughter,NA,Female,Student,None,NA
53,Musictill Drive,Duncan,Burke,80,Head,Married,Male,Retired Commissioning editor,None,Catholic
53,Musictill Drive,Patricia,Burke,77,Wife,Married,Female,Retired Haematologist,None,None
54,Musictill Drive,Shirley,Webb,60,Head,Single,Female,Secretary/administrator,None,Christian
54,Musictill Drive,Sylvia,Bates,19,None,Single,Female,University Student,None,Methodist
55,Musictill Drive,Jane,Thomas,63,Head,Divorced,Female,"Administrator, arts",None,Christian
55,Musictill Drive,Conor,Thomas,30,Son,Single,Male,Commercial/residential surveyor,None,Christian
55,Musictill Drive,Brian,Thomas,27,Son,Single,Male,Advertising account planner,None,Christian
55,Musictill Drive,Rebecca,Thomas,26,Daughter,Single,Female,Quarry manager,None,None
56,Musictill Drive,Leigh,Clarke,48,Head,Married,Male,Television/film/video producer,None,Christian
56,Musictill Drive,Zoe,Clarke,48,Wife,Married,Female,Charity officer,None,Christian
56,Musictill Drive,Hannah,Clarke,18,Daughter,Single,Female,Student,None,None
56,Musictill Drive,Gillian,Clarke,16,Daughter,NA,Female,Student,None,NA
1,Friary Spurs,Natasha,Harris,46,Head,Married,Female,Dispensing optician,None,Catholic
1,Friary Spurs,Barry,Harris,52,Husband,Married,Male,Wellsite geologist,None,Catholic
1,Friary Spurs,Danielle,Harris,16,Daughter,NA,Female,Student,None,NA
2,Friary Spurs,Leon,Hale,59,Head,Single,Male,Chief Executive Officer,None,Christian
3,Friary Spurs,Alexander,Parsons,46,Head,Divorced,Male,"Scientist, research (life sciences)",None,Christian
4,Friary Spurs,Ashleigh,Williams,78,Head,Married,Female,Retired Scientific laboratory technician,None,None
4,Friary Spurs,Tom,Williams,78,Husband,Married,Male,Retired General practice doctor,None,None
5,Friary Spurs,Samuel,Patel,68,Head,Married,Male,Retired Visual merchandiser,None,None
5,Friary Spurs,Sarah,Patel,65,Wife,Married,Female,Animator,None,None
1,Hereford Road,Molly,Brooks,43,Head,Married,Female,Unemployed,None,Christian
1,Hereford Road,Mohammad,Brooks,48,Husband,Married,Male,"Research officer, trade union",None,Christian
1,Hereford Road,Derek,Brooks,12,Son,NA,Male,Student,None,NA
1,Hereford Road,Grace,Brooks,11,Daughter,NA,Female,Student,None,NA
2,Hereford Road,Diana,Hughes,27,Head,Married,Female,IT trainer,None,None
2,Hereford Road,Alan,Hughes,26,Husband,Married,Male,"Surveyor, building",None,None
2,Hereford Road,Alison,Jones-Hughes,6,Daughter,NA,Female,Student,None,NA
2,Hereford Road,Joanne,Jones-Hughes,5,Daughter,NA,Female,Student,None,NA
3,Hereford Road,Mandy,Gallagher,35,Head,Single,Female,"Engineer, manufacturing",None,Christian
3,Hereford Road,Dennis,Evans,37,Partner,Single,Male,Investment analyst,None,Christian
4,Hereford Road,Grace,Jones,35,Head,Married,Female,"Accountant, chartered management",None,Catholic
4,Hereford Road,Mohamed,Jones,40,Husband,Married,Male,Geophysicist/field seismologist,None,Catholic
4,Hereford Road,Beverley,Wood,55,Cousin,Single,Female,"Merchandiser, retail",None,Catholic
5,Hereford Road,Maureen,Peacock,30,Head,Divorced,Female,Freight forwarder,None,None
6,Hereford Road,Wendy,Thompson,41,Head,Married,Female,Insurance account manager,None,None
6,Hereford Road,Leon,Thompson,38,Husband,Married,Male,"Accountant, chartered",None,None
6,Hereford Road,Chelsea,Thompson,0,Daughter,NA,Female,Child,None,NA
6,Hereford Road,Lesley,Parker,31,Lodger,Single,Female,Water engineer,None,Muslim
7,Hereford Road,Derek,Hurst-Cole,25,Head,Married,Male,"Doctor, general practice",None,Christian
7,Hereford Road,Josephine,Hurst-Cole,26,Wife,Married,Female,"Surveyor, building",None,Christian
8,Hereford Road,Maria,Williams,36,Head,Single,Female,"Teacher, early years/pre",None,None
8,Hereford Road,Charlene,Williams,16,Daughter,NA,Female,Student,None,NA
9,Hereford Road,Carole,Stone,57,Head,Single,Female,"Sales professional, IT",None,None
9,Hereford Road,Josh,Giles,61,Partner,Single,Male,Commercial art gallery manager,None,None
9,Hereford Road,Clive,Stone,34,Son,Single,Male,Trading standards officer,None,None
9,Hereford Road,Colin,Stone,34,Son,Single,Male,Unemployed,None,None
9,Hereford Road,Ben,Stone,6,Son,NA,Male,Student,None,NA
10,Hereford Road,Holly,Byrne,31,Head,Married,Female,Textile designer,None,None
10,Hereford Road,Terence,Byrne,30,Husband,Married,Male,Architectural technologist,None,None
11,Hereford Road,Lewis,Taylor,64,Head,Single,Male,"Solicitor, Scotland",None,None
11,Hereford Road,Olivia,Robinson,60,None,Single,Female,Building services engineer,None,None
11,Hereford Road,Gregory,Edwards,45,None,Single,Male,Unemployed,None,Christian
11,Hereford Road,Jasmine,Adams,36,None,Single,Female,"Accountant, chartered public finance",None,None
11,Hereford Road,Marion,Palmer,58,None,Single,Female,Copy,None,Methodist
12,Hereford Road,Caroline,Harrison,58,Head,Divorced,Female,Trade union research officer,None,Christian
12,Hereford Road,Ian,Lewis,7,Grandson,NA,Male,Student,None,NA
13,Hereford Road,Chelsea,Parkes,32,Head,Divorced,Female,Unemployed,None,Methodist
13,Hereford Road,Geraldine,Parkes,7,Daughter,NA,Female,Student,None,NA
13,Hereford Road,Henry,Parkes,5,Son,NA,Male,Student,None,NA
14,Hereford Road,Jenna,Clayton,46,Head,Divorced,Female,"Engineer, mining",None,Christian
14,Hereford Road,David,Clayton,19,Son,Single,Male,University Student,None,Christian
14,Hereford Road,Peter,Clayton,16,Son,NA,Male,Student,None,NA
14,Hereford Road,Patrick,Clayton,13,Son,NA,Male,Student,None,NA
14,Hereford Road,Elliott,Clayton,10,Son,NA,Male,Student,None,NA
15,Hereford Road,Sharon,Webb,19,Head,Single,Female,University Student,None,None
16,Hereford Road,Justin,Parker,29,Head,Single,Male,Futures trader,None,None
16,Hereford Road,Jasmine,Roberts,56,None,Single,Female,"Runner, broadcasting/film/video",None,Christian
16,Hereford Road,Marion,Bradshaw,18,None,Single,Female,Student,None,NA
17,Hereford Road,Jodie,Robinson,41,Head,Single,Female,Professor Emeritus,None,Methodist
18,Hereford Road,Bernard,Price,63,Head,Married,Male,Dietitian,None,Christian
18,Hereford Road,Karen,Price,57,Wife,Married,Female,Interpreter,None,Christian
19,Hereford Road,Annette,Clayton,83,Head,Divorced,Female,"Retired Designer, ceramics/pottery",None,None
20,Hereford Road,Sara,Lynch,46,Head,Married,Female,"Education officer, community",None,None
20,Hereford Road,Danny,Lynch,47,Husband,Married,Male,"Exhibitions officer, museum/gallery",None,None
20,Hereford Road,Karl,Lynch,17,Son,NA,Male,Student,None,NA
21,Hereford Road,Conor,Robinson,56,Head,Married,Male,Product manager,None,None
21,Hereford Road,Yvonne,Robinson,54,Wife,Married,Female,"Education officer, environmental",None,Christian
22,Hereford Road,Holly,Hartley,62,Head,Single,Female,"Surveyor, mining",None,Catholic
1,Ripon Port,Shane,Cross,80,Head,Married,Male,"Retired Development worker, community",None,None
1,Ripon Port,Hilary,Cross,80,Wife,Married,Female,Retired Theatre manager,None,Christian
2,Ripon Port,Jade,Holt,68,Head,Married,Female,Retired Archaeologist,None,Christian
2,Ripon Port,Nigel,Holt,72,Husband,Married,Male,Retired Public house manager,None,Christian
3,Ripon Port,Shannon,King,21,Head,Married,Female,University Student,None,None
3,Ripon Port,Russell,King,19,Husband,Married,Male,University Student,None,None
3,Ripon Port,Toby,King,4,Son,NA,Male,Child,None,NA
4,Ripon Port,Ricky,Coleman,73,Head,Married,Male,Retired Metallurgist,None,Methodist
4,Ripon Port,Catherine,Coleman,67,Wife,Married,Female,Contractor,None,Methodist
5,Ripon Port,Yvonne,Crawford,59,Head,Single,Female,"Radiographer, diagnostic",None,Christian
5,Ripon Port,Antony,Edwards,52,None,Single,Male,Make,None,Christian
6,Ripon Port,Garry,Lees,32,Head,Single,Male,Geoscientist,None,Catholic
6,Ripon Port,Megan,Rose,31,None,Single,Female,Health promotion specialist,None,Methodist
6,Ripon Port,Carolyn,Barlow,60,None,Single,Female,Media planner,None,Methodist
7,Ripon Port,Kayleigh,Quinn,79,Head,Widowed,Female,Retired Glass blower/designer,None,Christian
7,Ripon Port,Kathryn,Quinn,10,Granddaughter,NA,Female,Student,None,NA
8,Ripon Port,Hollie,Howard,57,Head,Married,Female,Armed forces logistics/support/administrative officer,None,Christian
8,Ripon Port,Graham,Howard,59,Husband,Married,Male,Unemployed,None,Christian
9,Ripon Port,Kerry,Thorpe,25,Head,Single,Female,Retail banker,Physical Disability,None
9,Ripon Port,Rachael,Hamilton,18,Lodger,Divorced,Female,Student,None,NA
9,Ripon Port,Hilary,Chapman,44,Lodger,Single,Female,Quality manager,None,Christian
9,Ripon Port,Martyn,Patel,27,Lodger,Single,Male,Consulting civil engineer,None,None
10,Ripon Port,Tina,Edwards,25,Head,Married,Female,"Nurse, learning disability",None,Muslim
10,Ripon Port,Stephen,Edwards,29,Husband,Married,Male,Product/process development scientist,None,None
11,Ripon Port,Paula,Webb,67,Head,Married,Female,Textile designer,None,None
11,Ripon Port,Frank,Webb,67,Husband,Married,Male,Artist,None,None
12,Ripon Port,Louise,Cook,45,Head,Divorced,Female,Printmaker,None,None
12,Ripon Port,Paige,Cook,25,Daughter,Single,Female,Professor Emeritus,None,None
12,Ripon Port,Dawn,Cook,22,Daughter,Single,Female,University Student,None,None
13,Ripon Port,Michael,Taylor,53,Head,Single,Male,Dramatherapist,None,None
13,Ripon Port,Denise,Ali,43,None,Single,Female,Medical illustrator,None,None
14,Ripon Port,Barry,Murray,78,Head,Divorced,Male,Retired Aeronautical engineer,None,None
15,Ripon Port,Elaine,Giles,33,Head,Married,Female,Electronics engineer,None,None
15,Ripon Port,Roy,Giles,31,Husband,Married,Male,"Programme researcher, broadcasting/film/video",None,None
15,Ripon Port,Samuel,Payne,54,Lodger,Single,Male,Clinical cytogeneticist,None,Christian
16,Ripon Port,Margaret,Clarke,65,Head,Married,Female,Hydrographic surveyor,None,Christian
16,Ripon Port,Aaron,Clarke,59,Husband,Married,Male,Armed forces training and education officer,None,Christian
16,Ripon Port,Peter,Clarke,18,Son,Single,Male,Student,None,None
16,Ripon Port,Nathan,Clarke,8,Son,NA,Male,Student,None,NA
16,Ripon Port,Joan,Clarke,5,Daughter,NA,Female,Student,None,NA
17,Ripon Port,Abbie,Mason,44,Head,Single,Female,Unemployed,None,Christian
17,Ripon Port,Dorothy,Mason,4,Daughter,NA,Female,Child,None,NA
18,Ripon Port,Chelsea,Howarth,40,Head,Divorced,Female,Telecommunications researcher,None,None
18,Ripon Port,Kathryn,Howarth,9,Daughter,NA,Female,Student,None,NA
19,Ripon Port,Nicole,Kaur,72,Head,Divorced,Female,Retired Conference centre manager,None,None
20,Ripon Port,Roy,Gregory,45,Head,Divorced,Male,Unemployed,None,None
21,Ripon Port,Jeffrey,Jordan,20,Head,Single,Male,University Student,None,Catholic
21,Ripon Port,Samantha,Bond,60,None,Single,Female,Unemployed,None,Christian
21,Ripon Port,Iain,Dixon,33,None,Single,Male,Theme park manager,None,None
22,Ripon Port,James,Jones,32,Head,Single,Male,Archivist,None,None
22,Ripon Port,Heather,Harris,31,Partner,Single,Female,Retail merchandiser,None,None
23,Ripon Port,Shannon,Dyer,59,Head,Single,Female,Technical sales engineer,None,Christian
23,Ripon Port,Martin,Patel,40,None,Single,Male,Operational researcher,None,None
24,Ripon Port,Jennifer,Phillips,38,Head,Married,Female,Barista,None,Catholic
24,Ripon Port,Toby,Phillips,38,Husband,Married,Male,Barista,None,Catholic
24,Ripon Port,Leonard,Phillips,15,Son,NA,Male,Student,None,NA
24,Ripon Port,Clifford,Phillips,9,Son,NA,Male,Student,None,NA
24,Ripon Port,Carolyn,Phillips,6,Daughter,NA,Female,Student,None,NA
25,Ripon Port,Jonathan,Allan,82,Head,Divorced,Male,Retired Hospital doctor,None,Christian
26,Ripon Port,Victoria,Dobson,68,Head,Married,Female,Retired Architect,None,Christian
26,Ripon Port,Jamie,Dobson,67,Husband,Married,Male,Equities trader,None,Christian
26,Ripon Port,Jill,Dobson,35,Daughter,Divorced,Female,Event organiser,None,None
26,Ripon Port,Andrea,Dobson,31,Daughter,Single,Female,Astronomer,None,None
27,Ripon Port,Allan,Barker,79,Head,Married,Male,Retired Advice worker,None,None
27,Ripon Port,Lydia,Barker,74,Wife,Married,Female,"Retired Scientist, research (medical)",None,None
28,Ripon Port,Samuel,Ward,44,Head,Divorced,Male,Unemployed,None,Christian
28,Ripon Port,Jason,Jones,15,Step-Son,NA,Male,Student,None,NA
29,Ripon Port,Glenn,Coles,52,Head,Married,Male,Hydrogeologist,None,Methodist
29,Ripon Port,Claire,Coles,50,Wife,Married,Female,Government social research officer,None,Methodist
29,Ripon Port,Gemma,Coles,12,Daughter,NA,Female,Student,None,NA
29,Ripon Port,Jacqueline,Coles,3,Daughter,NA,Female,Child,None,NA
29,Ripon Port,Jake,Coles,0,Son,NA,Male,Child,None,NA
30,Ripon Port,Hannah,Moss,39,Head,Single,Female,Unemployed,None,Christian
30,Ripon Port,Joe,Jackson,41,Partner,Single,Male,Unemployed,None,None
30,Ripon Port,Gary,Moss,6,Son,NA,Male,Student,None,NA
31,Ripon Port,Pauline,Steele,75,Head,Single,Female,"Retired Research officer, government",None,Christian
32,Ripon Port,William,Townsend,52,Head,Married,Male,Risk analyst,None,Methodist
32,Ripon Port,Deborah,Townsend,50,Wife,Married,Female,Product designer,None,Methodist
33,Ripon Port,Mary,Brennan,41,Head,Married,Female,Equities trader,None,Catholic
33,Ripon Port,Rosemary,Brennan,43,Wife,Married,Female,Outdoor activities/education manager,None,None
33,Ripon Port,Ronald,Brennan,11,Son,NA,Male,Student,None,NA
34,Ripon Port,Katherine,Taylor,36,Head,Married,Female,Biomedical scientist,None,Catholic
34,Ripon Port,Malcolm,Taylor,39,Husband,Married,Male,Forest/woodland manager,None,Catholic
34,Ripon Port,Iain,Taylor,19,Son,Single,Male,University Student,None,Catholic
34,Ripon Port,Janice,Taylor,10,Daughter,NA,Female,Student,None,NA
35,Ripon Port,Emily,Knight,50,Head,Single,Female,"Horticulturist, commercial",None,Catholic
35,Ripon Port,Denis,Holmes,52,Partner,Single,Male,Clinical biochemist,None,Catholic
36,Ripon Port,Abdul,Brown,58,Head,Single,Male,Colour technologist,None,None
37,Ripon Port,Jill,Palmer,51,Head,Single,Female,Ergonomist,None,Christian
37,Ripon Port,Jason,Palmer,11,Son,NA,Male,Student,None,NA
37,Ripon Port,Georgia,Palmer,7,Daughter,NA,Female,Student,None,NA
37,Ripon Port,Wendy,Palmer,4,Daughter,NA,Female,Child,None,NA
37,Ripon Port,Mohamed,Palmer,4,Son,NA,Male,Child,None,NA
37,Ripon Port,Terry,Palmer,1,Son,NA,Male,Child,None,NA
38,Ripon Port,Bethany,White,60,Head,Single,Female,Immunologist,None,Christian
38,Ripon Port,Declan,Jones,62,Partner,Single,Male,Music therapist,None,None
39,Ripon Port,Adrian,Parker,37,Head,Married,Male,Insurance account manager,None,Catholic
39,Ripon Port,Beth,Parker,34,Wife,Married,Female,Information systems manager,None,Catholic
40,Ripon Port,Stanley,Mitchell,20,Head,Married,Male,University Student,None,None
40,Ripon Port,Josephine,Mitchell,19,Wife,Married,Female,University Student,None,None
41,Ripon Port,Melissa,Leach,20,Head,Single,Female,University Student,None,Christian
41,Ripon Port,Marilyn,Whitehead,22,None,Single,Female,University Student,None,Methodist
1,Parry Crescent,Alison,Walker,37,Head,Married,Female,Insurance claims handler,None,None
1,Parry Crescent,Clifford,Baker,35,Husband,Married,Male,Consulting civil engineer,None,None
1,Parry Crescent,Patrick,Sutton,55,Lodger,Single,Male,Medical laboratory scientific officer,None,Catholic
1,Parry Crescent,Nicole,Birch,50,Lodger,Single,Female,Geophysical data processor,None,None
2,Parry Crescent,Carole,Wilkinson,60,Head,Divorced,Female,Contractor,None,Christian
2,Parry Crescent,Julie,Wilkinson,35,Daughter,Single,Female,"Conservation officer, historic buildings",None,Christian
2,Parry Crescent,Nathan,Wilkinson,28,Son,Divorced,Male,"Clinical scientist, histocompatibility and immunogenetics",None,Christian
2,Parry Crescent,Rhys,Wilkinson,24,Son,Divorced,Male,Product designer,None,Christian
3,Parry Crescent,Teresa,Young,45,Head,Married,Female,Electronics engineer,None,None
3,Parry Crescent,Allan,Young,45,Husband,Married,Male,Sports coach,None,None
3,Parry Crescent,Joseph,Young,7,Son,NA,Male,Student,None,NA
3,Parry Crescent,Phillip,Young,0,Son,NA,Male,Child,None,NA
3,Parry Crescent,Wendy,Thompson,21,Lodger,Divorced,Female,University Student,None,Methodist
